tag,collection_date,Round,measurement_date,sp,treatment,segment_location,segment,mass_w_parafilm,hour,minute
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,4.0274,15,16
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,4.0019,15,53
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9643,15,19
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9542,15,55
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.9583,15,23
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.5583,15,27
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.6625,15,23
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.659,15,59
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2644,15,26
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.1903,15,22
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.1858,15,59
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.0316,15,25
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.8293,15,13
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.8062,15,49
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.9096,15,14
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.8799,15,50
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.2394,15,14
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.2237,15,50
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,4.0696,15,15
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,4.0214,15,51
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.5165,15,24
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8507,15,28
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.1903,15,15
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.1504,15,51
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.099,15,24
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.41,15,28
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.603,15,17
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.593,15,54
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.1198,15,20
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.1096,15,57
21,2023.06.06,2,2023.06.07,LS,45C,D,021D,3.0112,15,18
21,2023.06.06,2,2023.06.07,LS,45C,D,021D,2.9953,15,54
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.7056,15,21
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.6961,15,58
6,2023.06.13,3,2023.06.14,MG,10C,A,006A,2.9776,15,32
6,2023.06.13,3,2023.06.14,MG,25C,B,006B,2.7502,15,29
6,2023.06.13,3,2023.06.14,MG,35C,C,006C,3.5937,15,26
6,2023.06.13,3,2023.06.14,MG,35C,C,006C,3.5878,15,58
6,2023.06.13,3,2023.06.14,MG,45C,D,006D,4.4426,15,21
6,2023.06.13,3,2023.06.14,MG,45C,D,006D,4.4295,15,55
6,2023.06.13,3,2023.06.14,MG,55C,E,006E,3.1816,15,18
6,2023.06.13,3,2023.06.14,MG,55C,E,006E,3.1599,15,52
10,2023.06.13,3,2023.06.14,TD,10C,A,010A,2.2642,15,32
10,2023.06.13,3,2023.06.14,TD,25C,B,010B,1.8199,15,29
10,2023.06.13,3,2023.06.14,TD,35C,C,010C,1.6282,15,26
10,2023.06.13,3,2023.06.14,TD,35C,C,010C,1.6251,15,58
10,2023.06.13,3,2023.06.14,TD,45C,D,010D,1.9676,15,22
10,2023.06.13,3,2023.06.14,TD,45C,D,010D,1.9589,15,55
10,2023.06.13,3,2023.06.14,TD,55C,E,010E,1.5205,15,19
10,2023.06.13,3,2023.06.14,TD,55C,E,010E,1.5007,15,52
15,2023.06.13,3,2023.06.14,CC,10C,A,015A,4.7628,15,33
15,2023.06.13,3,2023.06.14,CC,25C,B,015B,4.115,15,30
15,2023.06.13,3,2023.06.14,CC,35C,C,015C,4.8021,15,27
15,2023.06.13,3,2023.06.14,CC,35C,C,015C,4.798,15,59
15,2023.06.13,3,2023.06.14,CC,45C,D,015D,3.4535,15,22
15,2023.06.13,3,2023.06.14,CC,45C,D,015D,3.4483,15,56
15,2023.06.13,3,2023.06.14,CC,55C,E,015E,4.3582,15,19
15,2023.06.13,3,2023.06.14,CC,55C,E,015E,4.346,15,53
18,2023.06.13,3,2023.06.14,PE,10C,A,018A,5.3263,15,33
18,2023.06.13,3,2023.06.14,PE,25C,B,018B,5.2791,15,30
18,2023.06.13,3,2023.06.14,PE,35C,C,018C,6.0002,15,27
18,2023.06.13,3,2023.06.14,PE,35C,C,018C,5.9944,15,59
18,2023.06.13,3,2023.06.14,PE,45C,D,018D,6.4124,15,23
18,2023.06.13,3,2023.06.14,PE,45C,D,018D,6.3878,15,56
18,2023.06.13,3,2023.06.14,PE,55C,E,018E,6.2601,15,20
18,2023.06.13,3,2023.06.14,PE,55C,E,018E,6.2184,15,53
22,2023.06.13,3,2023.06.14,LS,10C,A,022A,2.2144,15,34
22,2023.06.13,3,2023.06.14,LS,25C,B,022B,2.7509,15,31
22,2023.06.13,3,2023.06.14,LS,35C,C,022C,1.8014,15,28
22,2023.06.13,3,2023.06.14,LS,45C,D,022D,2.0862,15,24
22,2023.06.13,3,2023.06.14,LS,45C,D,022D,2.0786,15,57
22,2023.06.13,3,2023.06.14,LS,55C,E,022E,1.582,15,20
22,2023.06.13,3,2023.06.14,LS,55C,E,022E,1.5516,15,53
3,2023.06.20,4,2023.06.21,CC,10C,A,003A,4.0302,15,0
3,2023.06.20,4,2023.06.21,CC,10C,A,003A,4.0288,15,48
3,2023.06.20,4,2023.06.21,CC,25C,B,003B,5.258,15,46
3,2023.06.20,4,2023.06.21,CC,35C,C,003C,7.4771,15,43
3,2023.06.20,4,2023.06.21,CC,45C,D,003D,2.6269,15,39
3,2023.06.20,4,2023.06.21,CC,55C,E,003E,3.2233,15,36
5,2023.06.20,4,2023.06.21,MG,10C,A,005A,4.875,15,1
5,2023.06.20,4,2023.06.21,MG,10C,A,005A,4.8695,15,49
5,2023.06.20,4,2023.06.21,MG,25C,B,005B,2.9498,15,46
5,2023.06.20,4,2023.06.21,MG,35C,C,005C,3.3977,15,43
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.0794,15,40
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,4.9451,15,36
12,2023.06.20,4,2023.06.21,TD,10C,A,012A,2.3839,15,1
12,2023.06.20,4,2023.06.21,TD,10C,A,012A,2.3808,15,49
12,2023.06.20,4,2023.06.21,TD,25C,B,012B,4.9048,15,46
12,2023.06.20,4,2023.06.21,TD,35C,C,012C,4.5114,15,44
12,2023.06.20,4,2023.06.21,TD,45C,D,012D,1.9147,15,39
12,2023.06.20,4,2023.06.21,TD,55C,E,012E,3.7288,15,37
19,2023.06.20,4,2023.06.21,PE,10C,A,019A,5.5714,15,1
19,2023.06.20,4,2023.06.21,PE,10C,A,019A,5.5684,15,50
19,2023.06.20,4,2023.06.21,PE,25C,B,019B,3.5433,15,47
19,2023.06.20,4,2023.06.21,PE,35C,C,019C,4.1412,15,44
19,2023.06.20,4,2023.06.21,PE,45C,D,019D,4.037,15,41
19,2023.06.20,4,2023.06.21,PE,55C,E,019E,4.4174,15,37
25,2023.06.20,4,2023.06.21,LS,10C,A,025A,3.1159,15,2
25,2023.06.20,4,2023.06.21,LS,10C,A,025A,3.1142,15,50
25,2023.06.20,4,2023.06.21,LS,25C,B,025B,2.0469,15,0
25,2023.06.20,4,2023.06.21,LS,25C,B,025B,2.0436,15,47
25,2023.06.20,4,2023.06.21,LS,35C,C,025C,2.4703,15,44
25,2023.06.20,4,2023.06.21,LS,45C,D,025D,3.245,15,41
25,2023.06.20,4,2023.06.21,LS,55C,E,025E,2.2189,15,38
2,2023.06.27,5,2023.06.28,CC,10C,A,002A,3.8074,15,39
2,2023.06.27,5,2023.06.28,CC,25C,B,002B,3.6897,15,35
2,2023.06.27,5,2023.06.28,CC,35C,C,002C,3.9385,15,32
2,2023.06.27,5,2023.06.28,CC,45C,D,002D,4.8719,15,30
2,2023.06.27,5,2023.06.28,CC,55C,E,002E,4.8178,15,27
2,2023.06.27,5,2023.06.28,CC,55C,E,002E,4.8041,15,57
4,2023.06.27,5,2023.06.28,LS,10C,A,004A,4.4797,15,39
4,2023.06.27,5,2023.06.28,LS,25C,B,004B,3.049,15,36
4,2023.06.27,5,2023.06.28,LS,35C,C,004C,3.4458,15,33
4,2023.06.27,5,2023.06.28,LS,45C,D,004D,3.3463,15,30
4,2023.06.27,5,2023.06.28,LS,55C,E,004E,4.3203,15,27
4,2023.06.27,5,2023.06.28,LS,55C,E,004E,4.2958,15,58
11,2023.06.27,5,2023.06.28,TD,10C,A,011A,3.1977,15,40
11,2023.06.27,5,2023.06.28,TD,25C,B,011B,4.192,15,36
11,2023.06.27,5,2023.06.28,TD,35C,C,011C,2.8106,15,33
11,2023.06.27,5,2023.06.28,TD,45C,D,011D,2.9451,15,30
11,2023.06.27,5,2023.06.28,TD,55C,E,011E,2.6296,15,28
11,2023.06.27,5,2023.06.28,TD,55C,E,011E,2.6176,15,58
13,2023.06.27,5,2023.06.28,MG,10C,A,013A,3.5892,15,40
13,2023.06.27,5,2023.06.28,MG,25C,B,013B,4.0034,15,37
13,2023.06.27,5,2023.06.28,MG,35C,C,013C,4.3004,15,34
13,2023.06.27,5,2023.06.28,MG,45C,D,013D,4.3671,15,31
13,2023.06.27,5,2023.06.28,MG,55C,E,013E,5.7817,15,28
13,2023.06.27,5,2023.06.28,MG,55C,E,013E,5.7551,15,59
20,2023.06.27,5,2023.06.28,PE,10C,A,020A,2.9732,15,40
20,2023.06.27,5,2023.06.28,PE,25C,B,020B,2.9427,15,38
20,2023.06.27,5,2023.06.28,PE,35C,C,020C,2.7518,15,34
20,2023.06.27,5,2023.06.28,PE,45C,D,020D,2.8778,15,31
20,2023.06.27,5,2023.06.28,PE,55C,E,020E,2.6143,15,29
20,2023.06.27,5,2023.06.28,PE,55C,E,020E,2.5886,15,59
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.2731,16,9
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.2541,16,42
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0889,16,4
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0879,16,27
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0878,16,59
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.9,16,6
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.8981,16,29
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.861,16,1
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8585,16,24
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8543,16,57
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,1.9889,16,5
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,1.9865,16,28
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8769,16,22
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8739,16,53
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5328,16,5
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5308,16,28
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9666,16,0
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9639,16,23
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9608,16,54
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.4985,16,6
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.497,16,29
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0736,16,0
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0693,16,23
23,2023.06.01,1,2023.06.02,MG,25C,B,023B,5.0634,16,55
1,2023.06.01,1,2023.06.02,CC,25C,B,001B,4.0942,16,53
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.7416,16,17
1,2023.06.01,1,2023.06.02,CC,35C,C,001C,3.7396,16,49
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.73,16,19
24,2023.06.01,1,2023.06.02,LS,35C,C,024C,3.7254,16,51
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.8819,16,15
24,2023.06.01,1,2023.06.02,LS,45C,D,024D,2.8739,16,48
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.2502,16,17
7,2023.06.01,1,2023.06.02,TD,35C,C,007C,5.2443,16,50
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.6013,16,14
7,2023.06.01,1,2023.06.02,TD,45C,D,007D,1.5926,16,46
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.5056,16,18
16,2023.06.01,1,2023.06.02,PE,35C,C,016C,4.4998,16,50
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.9235,16,14
16,2023.06.01,1,2023.06.02,PE,45C,D,016D,3.9109,16,47
23,2023.06.01,1,2023.06.02,MG,35C,C,023C,4.3371,16,18
23,2023.06.01,1,2023.06.02,MG,35C,C,023C,4.3264,16,51
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.5143,16,15
23,2023.06.01,1,2023.06.02,MG,45C,D,023D,5.5034,16,47
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.162,16,12
1,2023.06.01,1,2023.06.02,CC,45C,D,001D,4.1575,16,46
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.3949,16,7
1,2023.06.01,1,2023.06.02,CC,55C,E,001E,4.3852,16,41
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,2.9418,16,8
7,2023.06.01,1,2023.06.02,TD,55C,E,007E,2.9174,16,42
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.6798,16,8
24,2023.06.01,1,2023.06.02,LS,55C,E,024E,2.6501,16,42
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.8475,16,9
16,2023.06.01,1,2023.06.02,PE,55C,E,016E,7.8105,16,43
14,2023.06.06,2,2023.06.07,CC,45C,D,014D,5.0299,16,26
14,2023.06.06,2,2023.06.07,CC,35C,C,014C,2.351,16,43
9,2023.06.06,2,2023.06.07,TD,45C,D,009D,1.6814,16,26
9,2023.06.06,2,2023.06.07,TD,35C,C,009C,1.3151,16,42
8,2023.06.06,2,2023.06.07,MG,45C,D,008D,3.9806,16,25
8,2023.06.06,2,2023.06.07,MG,35C,C,008C,4.9406,16,42
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.9562,16,0
14,2023.06.06,2,2023.06.07,CC,25C,B,014B,2.9535,16,46
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.5555,16,2
14,2023.06.06,2,2023.06.07,CC,10C,A,014A,5.5532,16,49
9,2023.06.06,2,2023.06.07,TD,25C,B,009B,2.6547,16,45
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2624,16,2
9,2023.06.06,2,2023.06.07,TD,10C,A,009A,3.2602,16,49
8,2023.06.06,2,2023.06.07,MG,25C,B,008B,4.181,16,45
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.0271,16,1
8,2023.06.06,2,2023.06.07,MG,10C,A,008A,3.0226,16,48
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.7864,16,22
8,2023.06.06,2,2023.06.07,MG,55C,E,008E,4.7655,16,57
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.8541,16,22
9,2023.06.06,2,2023.06.07,TD,55C,E,009E,4.8255,16,57
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.2105,16,23
14,2023.06.06,2,2023.06.07,CC,55C,E,014E,4.1966,16,58
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,3.9792,16,24
21,2023.06.06,2,2023.06.07,LS,55C,E,021E,3.9351,16,59
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.5107,16,0
21,2023.06.06,2,2023.06.07,LS,25C,B,021B,3.5032,16,47
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8484,16,3
21,2023.06.06,2,2023.06.07,LS,10C,A,021A,4.8438,16,50
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.1163,16,24
17,2023.06.06,2,2023.06.07,PE,55C,E,017E,6.0793,16,58
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.0966,16,0
17,2023.06.06,2,2023.06.07,PE,25C,B,017B,5.0935,16,46
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.4065,16,2
17,2023.06.06,2,2023.06.07,PE,10C,A,017A,6.4044,16,50
17,2023.06.06,2,2023.06.07,PE,45C,D,017D,3.5837,16,27
17,2023.06.06,2,2023.06.07,PE,35C,C,017C,8.096,16,43
21,2023.06.06,2,2023.06.07,LS,45C,D,021D,2.982,16,27
21,2023.06.06,2,2023.06.07,LS,35C,C,021C,2.6843,16,44
6,2023.06.13,3,2023.06.14,MG,10C,A,006A,2.9755,16,4
6,2023.06.13,3,2023.06.14,MG,10C,A,006A,2.9713,16,43
6,2023.06.13,3,2023.06.14,MG,25C,B,006B,2.7478,16,1
6,2023.06.13,3,2023.06.14,MG,25C,B,006B,2.7457,16,40
6,2023.06.13,3,2023.06.14,MG,35C,C,006C,3.5807,16,36
6,2023.06.13,3,2023.06.14,MG,45C,D,006D,4.4145,16,33
6,2023.06.13,3,2023.06.14,MG,55C,E,006E,3.1356,16,30
10,2023.06.13,3,2023.06.14,TD,10C,A,010A,2.263,16,5
10,2023.06.13,3,2023.06.14,TD,10C,A,010A,2.2599,16,43
10,2023.06.13,3,2023.06.14,TD,25C,B,010B,1.8161,16,2
10,2023.06.13,3,2023.06.14,TD,25C,B,010B,1.8116,16,40
10,2023.06.13,3,2023.06.14,TD,35C,C,010C,1.6211,16,36
10,2023.06.13,3,2023.06.14,TD,45C,D,010D,1.9491,16,33
10,2023.06.13,3,2023.06.14,TD,55C,E,010E,1.4783,16,30
15,2023.06.13,3,2023.06.14,CC,10C,A,015A,4.7617,16,5
15,2023.06.13,3,2023.06.14,CC,10C,A,015A,4.7601,16,43
15,2023.06.13,3,2023.06.14,CC,25C,B,015B,4.1131,16,2
15,2023.06.13,3,2023.06.14,CC,25C,B,015B,4.111,16,41
15,2023.06.13,3,2023.06.14,CC,35C,C,015C,4.7928,16,37
15,2023.06.13,3,2023.06.14,CC,45C,D,015D,3.4418,16,34
15,2023.06.13,3,2023.06.14,CC,55C,E,015E,4.3317,16,31
18,2023.06.13,3,2023.06.14,PE,10C,A,018A,5.3248,16,6
18,2023.06.13,3,2023.06.14,PE,10C,A,018A,5.3223,16,44
18,2023.06.13,3,2023.06.14,PE,25C,B,018B,5.275,16,3
18,2023.06.13,3,2023.06.14,PE,25C,B,018B,5.2709,16,41
18,2023.06.13,3,2023.06.14,PE,35C,C,018C,5.9882,16,37
18,2023.06.13,3,2023.06.14,PE,45C,D,018D,6.3692,16,34
18,2023.06.13,3,2023.06.14,PE,55C,E,018E,6.1699,16,31
22,2023.06.13,3,2023.06.14,LS,10C,A,022A,2.2117,16,6
22,2023.06.13,3,2023.06.14,LS,10C,A,022A,2.2097,16,44
22,2023.06.13,3,2023.06.14,LS,25C,B,022B,2.7467,16,3
22,2023.06.13,3,2023.06.14,LS,25C,B,022B,2.7412,16,42
22,2023.06.13,3,2023.06.14,LS,35C,C,022C,1.7968,16,0
22,2023.06.13,3,2023.06.14,LS,35C,C,022C,1.7915,16,38
22,2023.06.13,3,2023.06.14,LS,45C,D,022D,2.0692,16,35
22,2023.06.13,3,2023.06.14,LS,55C,E,022E,1.517,16,32
3,2023.06.20,4,2023.06.21,CC,10C,A,003A,4.0278,16,20
3,2023.06.20,4,2023.06.21,CC,10C,A,003A,4.0263,16,58
3,2023.06.20,4,2023.06.21,CC,25C,B,003B,5.253,16,18
3,2023.06.20,4,2023.06.21,CC,25C,B,003B,5.2471,16,56
3,2023.06.20,4,2023.06.21,CC,35C,C,003C,7.4698,16,15
3,2023.06.20,4,2023.06.21,CC,35C,C,003C,7.4624,16,51
3,2023.06.20,4,2023.06.21,CC,45C,D,003D,2.6166,16,13
3,2023.06.20,4,2023.06.21,CC,45C,D,003D,2.601,16,49
3,2023.06.20,4,2023.06.21,CC,55C,E,003E,3.205,16,10
3,2023.06.20,4,2023.06.21,CC,55C,E,003E,3.1856,16,46
5,2023.06.20,4,2023.06.21,MG,10C,A,005A,4.867,16,21
5,2023.06.20,4,2023.06.21,MG,10C,A,005A,4.8625,16,59
5,2023.06.20,4,2023.06.21,MG,25C,B,005B,2.9465,16,18
5,2023.06.20,4,2023.06.21,MG,25C,B,005B,2.9426,16,56
5,2023.06.20,4,2023.06.21,MG,35C,C,005C,3.3899,16,16
5,2023.06.20,4,2023.06.21,MG,35C,C,005C,3.3825,16,53
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.0588,16,13
5,2023.06.20,4,2023.06.21,MG,45C,D,005D,6.0291,16,49
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,4.9063,16,11
5,2023.06.20,4,2023.06.21,MG,55C,E,005E,4.8673,16,47
12,2023.06.20,4,2023.06.21,TD,10C,A,012A,2.3789,16,21
12,2023.06.20,4,2023.06.21,TD,10C,A,012A,2.3762,16,59
12,2023.06.20,4,2023.06.21,TD,25C,B,012B,4.9001,16,19
12,2023.06.20,4,2023.06.21,TD,25C,B,012B,4.894,16,56
12,2023.06.20,4,2023.06.21,TD,35C,C,012C,4.5006,16,16
12,2023.06.20,4,2023.06.21,TD,35C,C,012C,4.4903,16,53
12,2023.06.20,4,2023.06.21,TD,45C,D,012D,1.9066,16,14
12,2023.06.20,4,2023.06.21,TD,45C,D,012D,1.8943,16,50
12,2023.06.20,4,2023.06.21,TD,55C,E,012E,3.6858,16,11
12,2023.06.20,4,2023.06.21,TD,55C,E,012E,3.6436,16,47
19,2023.06.20,4,2023.06.21,PE,10C,A,019A,5.5668,16,21
19,2023.06.20,4,2023.06.21,PE,10C,A,019A,5.5639,16,59
19,2023.06.20,4,2023.06.21,PE,25C,B,019B,3.5415,16,19
19,2023.06.20,4,2023.06.21,PE,25C,B,019B,3.5391,16,57
19,2023.06.20,4,2023.06.21,PE,35C,C,019C,4.1362,16,16
19,2023.06.20,4,2023.06.21,PE,35C,C,019C,4.1323,16,54
19,2023.06.20,4,2023.06.21,PE,45C,D,019D,4.0189,16,14
19,2023.06.20,4,2023.06.21,PE,45C,D,019D,3.9907,16,50
19,2023.06.20,4,2023.06.21,PE,55C,E,019E,4.3864,16,12
19,2023.06.20,4,2023.06.21,PE,55C,E,019E,4.3535,16,48
25,2023.06.20,4,2023.06.21,LS,10C,A,025A,3.1123,16,22
25,2023.06.20,4,2023.06.21,LS,25C,B,025B,2.0414,16,19
25,2023.06.20,4,2023.06.21,LS,25C,B,025B,2.0386,16,57
25,2023.06.20,4,2023.06.21,LS,35C,C,025C,2.4667,16,17
25,2023.06.20,4,2023.06.21,LS,35C,C,025C,2.4634,16,54
25,2023.06.20,4,2023.06.21,LS,45C,D,025D,3.2391,16,14
25,2023.06.20,4,2023.06.21,LS,45C,D,025D,3.2299,16,50
25,2023.06.20,4,2023.06.21,LS,55C,E,025E,2.2024,16,12
25,2023.06.20,4,2023.06.21,LS,55C,E,025E,2.1855,16,48
2,2023.06.27,5,2023.06.28,CC,10C,A,002A,3.8066,16,9
2,2023.06.27,5,2023.06.28,CC,10C,A,002A,3.8048,16,45
2,2023.06.27,5,2023.06.28,CC,25C,B,002B,3.6875,16,6
2,2023.06.27,5,2023.06.28,CC,25C,B,002B,3.6852,16,43
2,2023.06.27,5,2023.06.28,CC,35C,C,002C,3.9349,16,3
2,2023.06.27,5,2023.06.28,CC,35C,C,002C,3.9307,16,40
2,2023.06.27,5,2023.06.28,CC,45C,D,002D,4.8667,16,0
2,2023.06.27,5,2023.06.28,CC,45C,D,002D,4.8603,16,38
2,2023.06.27,5,2023.06.28,CC,55C,E,002E,4.7881,16,35
4,2023.06.27,5,2023.06.28,LS,10C,A,004A,4.4784,16,9
4,2023.06.27,5,2023.06.28,LS,10C,A,004A,4.4746,16,46
4,2023.06.27,5,2023.06.28,LS,25C,B,004B,3.0461,16,6
4,2023.06.27,5,2023.06.28,LS,25C,B,004B,3.0424,16,43
4,2023.06.27,5,2023.06.28,LS,35C,C,004C,3.4409,16,3
4,2023.06.27,5,2023.06.28,LS,35C,C,004C,3.434,16,41
4,2023.06.27,5,2023.06.28,LS,45C,D,004D,3.3393,16,0
4,2023.06.27,5,2023.06.28,LS,45C,D,004D,3.3309,16,38
4,2023.06.27,5,2023.06.28,LS,55C,E,004E,4.2659,16,35
11,2023.06.27,5,2023.06.28,TD,10C,A,011A,3.1971,16,10
11,2023.06.27,5,2023.06.28,TD,10C,A,011A,3.1959,16,46
11,2023.06.27,5,2023.06.28,TD,25C,B,011B,4.1891,16,7
11,2023.06.27,5,2023.06.28,TD,25C,B,011B,4.1854,16,44
11,2023.06.27,5,2023.06.28,TD,35C,C,011C,2.8082,16,4
11,2023.06.27,5,2023.06.28,TD,35C,C,011C,2.8048,16,41
11,2023.06.27,5,2023.06.28,TD,45C,D,011D,2.9401,16,1
11,2023.06.27,5,2023.06.28,TD,45C,D,011D,2.9339,16,38
11,2023.06.27,5,2023.06.28,TD,55C,E,011E,2.6026,16,35
13,2023.06.27,5,2023.06.28,MG,10C,A,013A,3.5878,16,10
13,2023.06.27,5,2023.06.28,MG,10C,A,013A,3.5871,16,47
13,2023.06.27,5,2023.06.28,MG,25C,B,013B,4.0009,16,7
13,2023.06.27,5,2023.06.28,MG,25C,B,013B,3.9977,16,44
13,2023.06.27,5,2023.06.28,MG,35C,C,013C,4.296,16,4
13,2023.06.27,5,2023.06.28,MG,35C,C,013C,4.2899,16,41
13,2023.06.27,5,2023.06.28,MG,45C,D,013D,4.3626,16,1
13,2023.06.27,5,2023.06.28,MG,45C,D,013D,4.3567,16,39
13,2023.06.27,5,2023.06.28,MG,55C,E,013E,5.7242,16,36
20,2023.06.27,5,2023.06.28,PE,10C,A,020A,2.9714,16,10
20,2023.06.27,5,2023.06.28,PE,10C,A,020A,2.9695,16,47
20,2023.06.27,5,2023.06.28,PE,25C,B,020B,2.9389,16,8
20,2023.06.27,5,2023.06.28,PE,25C,B,020B,2.9337,16,44
20,2023.06.27,5,2023.06.28,PE,35C,C,020C,2.747,16,5
20,2023.06.27,5,2023.06.28,PE,35C,C,020C,2.7418,16,42
20,2023.06.27,5,2023.06.28,PE,45C,D,020D,2.8625,16,2
20,2023.06.27,5,2023.06.28,PE,45C,D,020D,2.8443,16,39
20,2023.06.27,5,2023.06.28,PE,55C,E,020E,2.5565,16,37
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.2364,17,15
23,2023.06.01,1,2023.06.02,MG,55C,E,023E,3.216,17,52
1,2023.06.01,1,2023.06.02,CC,10C,A,001A,3.0874,17,29
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.8951,17,2
24,2023.06.01,1,2023.06.02,LS,10C,A,024A,2.8938,17,31
24,2023.06.01,1,2023.06.02,LS,25C,B,024B,2.8512,17,26
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,1.983,17,1
7,2023.06.01,1,2023.06.02,TD,10C,A,007A,1.9789,17,30
7,2023.06.01,1,2023.06.02,TD,25C,B,007B,2.8709,17,25
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5288,17,1
16,2023.06.01,1,2023.06.02,PE,10C,A,016A,5.5244,17,30
16,2023.06.01,1,2023.06.02,PE,25C,B,016B,3.9569,17,26
23,2023.06.01,1,2023.06.02,MG,10C,A,023A,4.4957,17,2
