"","segment","int","slope","R2","D","D_sd","Tc","Tc_sd","mf","mf_sd","vpd","RH","RH_sd","D_early","D_late","mf_early","mf_late","vpd_early","vpd_late","RH_early","RH_late","Tc_early","Tc_late","mols_per_sec","TreeID","sp","lichen","apex_dist","fresh_mass","dry_mass","length_counted_lenticel","n_lenticels","lenticel_diam1","lenticel_diam2","lenticel_diam3","lenticel_diam4","lenticel_diam5","lenticel_diam6","lenticel_diam7","lenticel_diam8","lenticel_diam9","lenticel_diam10","exposed_length","total_length","basal_diam1","basal_diam2","basal_xylem_diam1","basal_xylem_diam2","basal_pith_diam1","basal_pith_diam2","distal_diam1","distal_diam2","distal_xylem_diam1","distal_xylem_diam2","distal_pith_diam1","distal_pith_diam2","treatment","sampleID","diam","wood_diam","sa","bark_thickness","vol","water_content","density","lenticel_size","LD","E","gs","bark_thickness_ratio","RWC_end","LossFrac_end"
"31","007A","2.03153331653059",-0.0074508090897327,"0.99571",0.00812529556856915,"0.0017136841307675","10.8564467850467","0.882710637979401",0.991204472481741,"0.00113540653479743","0.823092441096055",36.5883513084112,"13.7077858607803",0.00792076954137167,0.00842970639974681,0.991519787482306,0.990735166434389,0.80237395454095,0.853929258294351,36.0471421875,37.3938718604651,10.36456415625,11.5885511627907,1.14884097920899e-07,7,"TD",0.2,67.8,1.9653,0.9614,55.82,13,1.6,1.89,1.49,1.34,1.23,1.24,1.2,1.73,1.28,1.4,40.53,55.82,7.13,7.26,6.02,6.09,0.71,0.59,6.63,6.97,5.55,5.12,0.94,0.84,"10C","007A",6.9975,5.695,0.000890982929874335,0.65125,683.30666221875,0.00146917929460875,0.00140698174503123,1.44,0.0332820917129,0.128940851804088,15.7294892124551,0.0930689531975705,0.931766112162566,0.0682338878374342
"32","007B","2.90765413080874",-0.00574201426585162,"0.99979",0.012643168980895,"0.000644394428882699","23.928466","0.25579287992081",0.976969843297326,"0.000214671905180238","1.28075301776466",56.9451682,"1.61055312601602",0.0121909996589228,0.0133214229638531,0.9770000815779,0.976924485876464,1.23494826544888,1.34946014623832,58.101344,55.2109045,23.783915,24.1452925,8.85361738888633e-08,7,"TD",0.1,74,2.7968,1.2904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.95,63.32,7.58,7.9,6.33,6.3,0.66,0.59,7.13,7.68,5.75,5.93,0.87,0.71,"25C","007B",7.5725,6.0775,0.00114071661220835,0.7475,907.7358314375,0.0016595136468442,0.00142155895505029,NA,NA,0.0776145213818383,5.99747159170246,0.0987124463519313,0.968335103558152,0.0316648964418483
"33","007C","5.3170029595797",-0.0119030992482008,"0.99502",0.0306169657497543,"0.000477122728581272","32.2004140196078","0.146642736947741",0.96778798925054,"0.000250846256900125","3.10149863045011",35.573168627451,"0.666112502908308",0.0303898135396226,0.0309549239160477,0.967769154190757,0.967816012144364,3.07848811156377,3.13573379269563,35.9220196721311,35.0541463414634,32.1652724590164,32.252697804878,1.83534003236894e-07,7,"TD",0,117,5.1752,2.5046,62.54,13,1.31,1.4,1.52,1.63,2.03,1.6,1.94,1.81,1.08,1.66,43.83,62.54,10.49,11.08,8.63,8.13,0.82,1.27,9.61,10.27,8.94,8.38,0.98,0.77,"35C","007C",10.3625,8.52,0.00142687486224589,0.92125,1678.90828671875,0.0015906765254101,0.00149180275052128,1.598,0.020059538252575,0.128626558707477,4.06582545224048,0.0889022919179734,0.96109488504456,0.0389051149554405
"34","007D","1.69014121709818",-0.0165397617144826,"0.99683",0.0568047038343837,"0.0054565466709687","40.2231460606061","1.3259097809235",0.954469160018173,"0.00288287224119528","5.75431649842307",23.2655888888889,"1.4104120929055",0.0580576248717036,0.0549566453043368,0.953616793558998,0.955726400545457,5.88123739950357,5.56710816932932,23.1479694915254,23.4390775,40.5834108474576,39.6917555,2.55026746962742e-07,7,"TD",0.3,67,1.6851,0.7877,57.24,4,1.72,1.17,0.67,0.35,NA,NA,NA,NA,NA,NA,39.63,57.24,6.1,6.3,5.1,5.08,0.89,1.05,5.84,5.53,4.61,4.55,1.29,1.34,"45C","007D",5.9425,4.835,0.00073984907545103,0.55375,505.3334124375,0.00177585724179873,0.00155877284306314,0.9775,0.0117595628029741,0.344701041637812,5.79188854903042,0.0931846865797223,0.855025629596612,0.144974370403388
"35","007E","3.09071110549913",-0.0422926346628507,"0.9998",0.138670156127379,"0.00070073311581434","55.1190473684211","0.0939698298727618",0.912856125397773,"0.00037030728250835","14.0472868157035",11.3811223684211,"0.108459799740038",0.138578611220539,0.138803043895372,0.912869876682026,0.912836163856114,14.0380133166406,14.0607483466012,11.4059266666667,11.3451161290323,55.1110886666667,55.1306003225806,6.52110545770817e-07,7,"TD",0.25,116,2.8814,1.3692,46.19,5,0.97,1.58,1.35,1.19,1.13,NA,NA,NA,NA,NA,30.68,46.19,9.65,9.7,7.94,7.59,1.31,0.59,8.68,8.85,7.22,7.27,1.35,1.08,"55C","007E",9.22,7.505,0.000888661057283883,0.8575,981.634499,0.0015404919056334,0.00139481650389714,1.244,0.0117406224126603,0.733812447868411,4.83063700681559,0.093004338394794,0.823568311069964,0.176431688930036
"36","008A","3.07704822317821",-0.00608337777236948,"0.99778",0.00840882625992321,"0.00209640404624916","11.2127491694915","0.585695028685298",0.991049065121581,"0.00120950502226261","0.851814100130222",35.9313192372881,"16.2716636415419",0.00850879984437982,0.0082578023344675,0.991300126854936,0.990669801652045,0.861941424235675,0.836515376481557,34.2219378873239,38.5135761702128,10.9839141126761,11.5584361702128,9.37996611205334e-08,8,"MG",0,38,2.9115,1.4639,71.67,26,1.18,1.02,0.86,0.84,0.72,0.88,1.03,1.42,1.32,0.95,59.76,71.67,7.97,7.37,5.92,5.64,2.96,2.68,6.74,7.29,5.13,5.62,3.33,3.03,"10C","008A",7.3425,5.5775,0.00137849252896483,0.8825,965.973747234375,0.00149859145152189,0.00151546561611142,1.022,0.049407398634427,0.0680450993745841,8.01967242951485,0.120190670752468,0.959311964631114,0.0406880353688864
"37","008B","4.23991644299855",-0.00683455097273492,"0.99988",0.0110909293648344,"0.000680258379667869","23.7302096491228","0.173437670306343",0.976543236916005,"0.000145560111242528","1.12351114465772",61.7760397368421,"1.97554880427033",0.0105975035557748,0.0118203414304007,0.976494989434312,0.976614559280245,1.07352711019999,1.19740058689959,63.2075929411765,59.6598306521739,23.6168735294118,23.89775,1.05382008012934e-07,8,"MG",0.2,42,4.0117,2.1196,30.76,16,1.13,1.2,0.99,1,2.09,1.41,1.27,1.37,1.12,1.27,43.67,61.77,9.4,9.46,7.52,7.22,2.62,2.73,9.24,8.7,7.41,6.61,1.62,1.61,"25C","008B",9.2,7.19,0.00126217883087685,1.005,1307.0532,0.00144760748835625,0.00162166314270911,1.285,0.056538700740657,0.083492137116358,7.35138410448803,0.109239130434783,0.965752338671318,0.0342476613286824
"38","008C","5.08720239490466",-0.0166381200654134,"0.99753",0.0334489166026784,"0.00166366188064188","33.6623726956522","0.466331761309293",0.965124398921987,"0.000520959888419347","3.38837525185132",35.216065826087,"1.57509738069322",0.0324295339959586,0.0349779905127581,0.965377410732899,0.964744881205617,3.28511179379061,3.54327043894239,36.2347128985507,33.6880952173913,33.3974513043478,34.0597547826087,2.56543335333694e-07,8,"MG",0,42,4.9416,2.4917,31.74,16,1.03,1.29,1.39,1.1,1.32,1.45,1.3,1.26,1.49,1.09,56.23,72.41,10.34,9.65,7.49,7.68,2.93,3.11,9.8,9.85,8.28,7.92,2.94,3.05,"35C","008C",9.91,7.8425,0.00175061889117152,1.03375,1777.81213025,0.00137804212172604,0.00140155416739654,1.272,0.0508673842782904,0.146544365896803,4.22834451505763,0.104313824419778,0.937140291440467,0.062859708559533
"39","008D","4.33198278320031",-0.0421985631592297,"0.99127",0.0590589848695656,"0.00825520027881843","41.066091238938","1.76795089883596",0.952068463073542,"0.0044384282606032","5.98267516728699",23.9222159292035,"1.64148583642155",0.0605024423051535,0.0568608294437837,0.950963966372129,0.953739429537451,6.12889740551205,5.76000202265529,23.9627220588235,23.8731086956522,41.4683338235294,40.4556436956522,6.50660056340286e-07,8,"MG",0.03,49,4.1584,2.0875,20.3,9,0.86,1.21,1.39,0.78,1.36,1.06,0.96,1.72,1.35,0.71,65.41,84.32,7.74,7.8,5.89,6.09,2.14,2.85,7.87,7.63,6.36,6.02,1.85,2.18,"45C","008D",7.76,6.09,0.00159461462565735,0.835,1269.387008,0.0016314173588895,0.00164449453700412,1.14,0.0571327002183739,0.408035926593902,6.57779909981548,0.107603092783505,0.818726157709209,0.181273842290791
"40","008E","5.1508898674216",-0.0430343153371423,"0.99286",0.107716839274913,"0.0531854068230991","47.9796785344828","12.8967722466288",0.926974185714781,"0.0270752030723833","10.9117158185487",23.3545823275862,"19.7284706585245",0.0871487820984432,0.139016056717368,0.937152504953173,0.911485439047661,8.82817162657229,14.0823265454694,30.7977621428571,12.0280043478261,43.15343,55.3239697826087,6.63546527311234e-07,8,"MG",0.03,65,4.9484,2.6717,37.5,24,1.39,0.98,1.32,1.39,1.45,1.16,1.48,1,1.16,1.16,54.64,73.15,9.7,9.55,8.02,7.68,1.84,1.39,9.36,9.36,7.95,8.24,0.79,0.77,"55C","008E",9.4925,7.9725,0.00162945048995595,0.76,1647.84193492188,0.00138162523464846,0.00162133269179526,1.249,0.0674216486700026,0.407221042554765,3.50440466754433,0.0800632077956281,0.868449949488294,0.131550050511706
"41","009A","3.28952246882365",-0.00364768482815646,"0.99593",0.00827802748948252,"0.00212848550249803","11.2400954311927","0.601388291701475",0.990959321803367,"0.00121519708639465","0.838564184684579",37.0573153211009,"16.4241636616897",0.00814393126780033,0.00847612418060393,0.991087632413703,0.990769772038097,0.824980237428174,0.858631379495178,37.1237152307692,36.9592245454545,11.0176184923077,11.5687545454545,5.62436878915574e-08,9,"TD",0.2,86,3.1465,1.5351,30.69,10,0.99,0.73,1.35,1.24,1.02,0.89,1.3,1.19,1.17,1.29,43.7,60.56,8.82,8.63,7.11,7.03,1.84,2,7.63,7.69,6.44,6.48,1.67,1.75,"10C","009A",8.1925,6.765,0.00112472865449515,0.71375,1016.152231625,0.00158578601694659,0.00151069884238222,1.117,0.0397728453483619,0.0500064505930126,5.98625196985703,0.0871223680195301,0.979334739977659,0.0206652600223406
"42","009B","2.70045743363365",-0.00575729042602287,"0.99956",0.011146759098352,"0.000673059989558282","23.7345660377358","0.179127221023969",0.976563456033312,"0.000129930471121251","1.12916669666306",61.5943739622642,"1.92970422759585",0.010664577011841,0.0118666798565949,0.976527552808112,0.976618759383486,1.0803216512995,1.20209466947306,62.97714109375,59.5271165116279,23.617415625,23.9085255813953,8.87717171513242e-08,9,"TD",0.2,61,2.5838,1.27,72.9,10,1.5,1.89,1.63,2.29,0.7,0.6,1,0.77,0.84,1.09,46.61,72.9,7.94,7.19,6.6,6.02,1.02,0.52,6.99,6.28,6.78,5.06,0.53,0.64,"25C","009B",7.1,6.115,0.00103965039844512,0.492500000000001,918.72225,0.00143002958728821,0.0013823546779236,1.231,0.0193203114434205,0.0853861233392389,7.48064679336094,0.0693661971830987,0.960724615618816,0.0392753843811844
"43","009C","1.38061927482792",-0.00852429656157095,"0.99847",0.0337354949496195,"0.00154561304174233","33.7414111764706","0.435354854373217",0.965041448492772,"0.000494595391538367","3.41740563839646",34.9402516666667,"1.45554863936068",0.0328505758762521,0.0350520818636539,0.965248216965115,0.964733817350994,3.32776333626434,3.55077589278814,35.8357178688525,33.6079726829268,33.5164660655738,34.0760856097561,1.31436211704283e-07,9,"TD",0.2,63,1.236,0.5515,39.02,3,1.5,1.53,1.62,NA,NA,NA,NA,NA,NA,NA,27.65,39.02,6.35,6.18,4.98,4.54,0.78,0.76,6.5,6.04,5.23,4.68,1.24,1.33,"35C","009C",6.2675,4.8575,0.000544426618593742,0.705,383.19158121875,0.00178631273114856,0.00143922786154628,1.55,0.0122670362043173,0.241421354532193,6.90612703393766,0.112485041882728,0.897005113221329,0.102994886778671
"44","009D","1.8343617115737",-0.0209068080936477,"0.99814",0.0591672556863964,"0.00872463463757851","41.0577377227723","1.8691515004161",0.952119749221253,"0.00469137781721783","5.99364300103196",23.8045475247525,"1.69679463634195",0.0607816191934137,0.0568047725053955,0.950973555699611,0.953797105594388,6.15717802429281,5.75432345479656,23.7661766666667,23.8607,41.48386,40.4341441463415,3.22362277615442e-07,9,"TD",0.05,60,1.7315,0.8686,31.14,6,1.45,1.24,1.73,1.13,1.83,1.05,1.78,1.38,0.79,1.17,63.26,72.6,5.57,5.34,4,4.72,0.83,0.57,5.35,5.65,4.84,4.28,0.94,0.64,"45C","009D",5.4775,4.46,0.00108858274606001,0.50875,544.5545634375,0.00158459786757262,0.0015950651382241,1.355,0.0351763080530001,0.296130247132974,4.76532929178766,0.0928799634869922,0.799860934059566,0.200139065940434
"45","009E","5.21262932527063",-0.0468652307988823,"0.99487",0.118686311295101,"0.0445394937941359","50.6517260576923","10.7710735911459",0.921390985259779,"0.0226763365415783","12.0229233341937",19.2243498076923,"16.3723017029645",0.104870422753308,0.139081194380604,0.928105389860607,0.911479245134747,10.6233738249101,14.0889249907552,24.1126496774194,12.0082880952381,47.4831516129032,55.3291454761905,7.2261545012657e-07,9,"TD",0.1,116,4.9406,2.4526,37.47,9,1.93,1.44,1.57,1.38,1.3,1.47,0.93,1.24,1.34,1.65,57.93,74.61,10.13,9.89,8.45,8.74,1.46,1.56,9.18,9.53,8.4,8.43,1.04,1.06,"55C","009E",9.6825,8.505,0.00176214201740544,0.588750000000001,1748.68691357813,0.0014227818488726,0.0014025380878396,1.425,0.0248068322977514,0.410077872832601,3.18353524647843,0.0608055770720373,0.845377813504823,0.154622186495177
"46","010A","2.28037935785382",-0.00342653939444999,"0.99546",0.00886122916559388,"0.00196697541332762","10.8800543238095","0.496709548774415",0.991565291394252,"0.001082174516995","0.89764251447466",31.0353386666667,"15.3263703508533",0.00894067419723972,0.00874206161812511,0.991703819654093,0.991357499004491,0.905690296180384,0.885570841916074,29.9628473015873,32.6440757142857,10.7634016507937,11.0550333333333,5.28338442954165e-08,10,"TD",0.15,67,2.1287,1.1744,35.8,13,1.59,0.93,2.19,1.04,1.23,1.4,1.34,0.91,0.77,1.07,56.12,72.45,6.86,6.62,5.94,5.4,0.61,0.69,6.51,6.57,5.15,5.42,1.12,1.16,"10C","010A",6.64,5.4775,0.00117067303333721,0.58125,798.57288,0.00119500677258161,0.00147062344516383,1.247,0.0546880258464024,0.0451311705240227,5.05014613834525,0.0875376506024096,0.968877711411506,0.0311222885884938
"47","010B","1.85057740355379",-0.00691545425820932,"0.99984",0.0122445038704772,"0.000566941824736012","24.5317568627451","0.225768498583032",0.97569002490896,"0.000215861980918229","1.24036824207934",59.7790708823529,"1.41468905273803",0.0119660725392269,0.012658755363313,0.975779646286533,0.975556685786229,1.21216314822368,1.2823319183036,60.389857704918,58.8703392682927,24.4060229508197,24.7188243902439,1.06629456559612e-07,10,"TD",0.1,44,1.746,0.7812,29.54,5,1.26,1.05,0.81,1.54,1.34,1.13,1.81,1.98,1.31,1.39,34.66,55.49,6.33,6.81,6.07,5.23,0.8,0.78,6.51,6.09,4.9,5.36,0.42,0.55,"25C","010B",6.435,5.39,0.000700691714837972,0.5225,574.4494738125,0.00167952107884585,0.00135991072428936,1.362,0.0263033438388889,0.152177418830005,12.1260927465444,0.0811965811965811,0.938951077943615,0.0610489220563849
"48","010C","1.65422388970828",-0.00580215970473237,"0.99805",0.0306698810303211,"0.00239343284709999","32.6814108737864","0.99300380609632",0.966444825289577,"0.00151809694013964","3.10685894837152",37.3456165048544,"1.49364539028611",0.0304461206770024,0.0310082503450956,0.966684034028648,0.966083095001226,3.08419202458034,3.14113575995819,37.3608646774194,37.3225582926829,32.5497403225806,32.8805224390244,8.94635569967453e-08,10,"TD",0.08,58,1.4469,0.75,54.13,11,2.41,1.68,1.63,1.58,1.81,1.38,1.02,1.58,1.24,1.62,36.96,54.13,6.43,6.64,5.17,5.21,1.46,1.85,6.25,6.27,5.48,5.36,1.27,1.28,"35C","010C",6.3975,5.305,0.000742834609489552,0.54625,553.858244578125,0.00125826419814483,0.00135413710519246,1.595,0.0317646711450521,0.120435364553385,3.79506313504809,0.0853849159828058,0.9305495766968,0.0694504233031998
"49","010D","2.02735954805896",-0.0146722932419222,"0.9922",0.0576226272823002,"0.00120274206912466","40.8043252525253","0.287407369841965",0.952720938097543,"0.000584595692773699","5.83717214369701",24.276704040404,"0.500810078042787",0.0575869404587543,0.0576752653470306,0.952748642981844,0.9526800733932,5.8335570684718,5.8425043796542,24.2812440677966,24.2700075,40.7919798305085,40.82253475,2.26232232396336e-07,10,"TD",0.3,67,1.8139,0.9762,63.81,1,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.51,63.81,7.35,6.55,6.29,5.45,1.06,0.85,6.76,5.84,5.45,4.56,0.68,0.61,"45C","010D",6.625,5.4375,0.000801510606719547,0.59375,700.1651953125,0.00119643193578926,0.00139424239670225,2.07,0.00236551318330066,0.282257315748156,4.66678572858269,0.0896226415094339,0.860689984481318,0.139310015518682
"50","010E","1.59972771152481",-0.0370844625085741,"0.99132",0.136818436168774,"0.000958242756539254","55.122915","0.125420598191462",0.911900256941893,"0.00048828252312746","13.8597075838968",12.5814958333333,"0.174821489991008",0.13667199699838,0.137035570111082,0.911861792751278,0.911957290052114,13.8448732959359,13.8817032522526,12.6557279069767,12.4714275862069,55.1182288372093,55.1298634482759,5.71805688599624e-07,10,"TD",0.1,66,1.5456,0.7744,46.51,3,1.35,1.88,2.07,NA,NA,NA,NA,NA,NA,NA,33.96,46.51,6.89,6.7,5.97,5.65,1.11,0.84,6.25,6.77,5.07,5.35,0.77,0.69,"55C","010E",6.6525,5.51,0.000709745156547087,0.57125,514.583805796875,0.00149868688309329,0.00150490550086546,1.76666666666667,0.00969594251469602,0.805649300069141,5.36968426412828,0.0858699736941,0.704486514522822,0.295513485477178
"51","011A","3.20608468954286",-0.00219454750766251,"0.98909",0.00839369051718755,"0.00164693734591713","10.2498945268817","0.554695318435218",0.991859553539367,"0.00101184302041942","0.850280849391099",31.78466,"13.8116802357869",0.0082162463919834,0.00866225459857762,0.992032560106001,0.99159770576284,0.832305759507919,0.877486390835913,31.7458894642857,31.8433397297297,9.93276233928571,10.7298783783784,3.3837749394195e-08,11,"TD",0,112,3.0076,1.3207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.91,46.47,9.06,9.54,8.4,8.09,0.95,0.56,9.15,9.65,8.56,8.25,0.77,0.64,"10C","011A",9.35,8.325,0.000996068654358199,0.512499999999999,1015.63089375,0.0016609380537564,0.00130037399229123,NA,NA,0.0339713023255388,4.01429629657703,0.0548128342245989,0.993301321951509,0.00669867804849122
"52","011B","4.2135489808044",-0.00590756988021929,"0.99931",0.0136904417501351,"0.00103623238379651","25.2185833333333","0.721592901390444",0.975117245744886,"0.000878017652914862","1.38684174928869",56.9039008888889,"1.56312455750585",0.0129321631016764,0.0148278597228233,0.975703221102872,0.974238282707907,1.31002812219982,1.502062189922,57.9641437037037,55.3135366666667,24.7090351851852,25.9829055555556,9.10888775192085e-08,11,"TD",0.02,107,4.0275,1.978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.53,54.97,11.21,10.18,8.72,9.71,1.48,1.27,9.11,9.97,8.22,7.55,1.08,0.69,"25C","011B",10.1175,8.55,0.00132003369432701,0.78375,1406.73460739062,0.00145692015340523,0.00140609322441354,NA,NA,0.0690049639722629,4.91495684649431,0.0774647887323944,0.983703342278604,0.0162966577213957
"53","011C","2.83180776833946",-0.00529244444195897,"0.99714",0.0339523617141989,"0.00351787167192307","33.5703694565217","1.42307348048593",0.96551995387872,"0.0021559494872643","3.43937424164835",34.1680282608696,"2.11331422759546",0.0337494772771371,0.0342539466882096,0.965825700891971,0.965065465075239,3.41882204817399,3.46992479951564,34.0615438181818,34.3263159459459,33.4184327272727,33.7962213513513,8.16042523957282e-08,11,"TD",0,80,2.5886,1.1167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.79,60.05,7.57,7.68,6.69,4.97,1.01,0.81,7.93,7.33,6.04,6.85,0.56,0.76,"35C","011C",7.6275,6.1375,0.000929505296072286,0.745,873.408578203125,0.00168523648236677,0.00127855396416807,NA,NA,0.087793208646099,2.49661851144208,0.0976728941330711,0.972484543786942,0.0275154562130581
"54","011D","2.98471733058391",-0.0105545695999197,"0.99868",0.0543543826431485,"0.00367026305201093","39.8783494382022","0.881706207221595",0.954680752397239,"0.00167049202611451","5.50609896175094",25.0893842696629,"1.39718514569138",0.0556994275047387,0.0523741777080295,0.954118866288448,0.95550797361296,5.64235200623003,5.30550420182339,24.5348113207547,25.9058388888889,40.1904662264151,39.4188441666667,1.62741011456196e-07,11,"TD",0.4,82,2.7552,1.3883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.87,68.1,7.85,8.01,7.11,7.02,0.45,0.57,8.02,7.72,6.31,6.64,0.66,0.84,"45C","011D",7.9,6.77,0.00128733984643945,0.565,1062.53025,0.00128645749144554,0.00130659809450131,NA,NA,0.126416510687763,2.22038046740727,0.0715189873417721,0.942278147633331,0.057721852366669
"55","011E","2.70859834824505",-0.0228819552031352,"0.99421",0.139088102127987,"0.000954910952080706","55.3960747126437","0.110775878312496",0.91097767929729,"0.000481149644577218","14.089624745565",12.2843137931034,"0.30122771776029",0.139050461352343,0.139144025566086,0.911213734453539,0.910626968779434,14.0858117349923,14.0952897898445,12.1672923076923,12.4581742857143,55.3624540384615,55.4460254285714,3.52817090133351e-07,11,"TD",0.4,79,2.3715,1.0028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.65,53.4,7.65,7.79,6.63,6.37,0.81,0.73,8.18,7.99,6.41,7.07,0.6,0.65,"55C","011E",7.9025,6.62,0.000711277389824059,0.64125,833.7009084375,0.00164171585534815,0.00120282944381028,NA,NA,0.496033045870646,3.24884031105837,0.0811452072129073,0.885073427339811,0.114926572660189
"56","012A","2.3972421796422",-0.00409196999081669,"0.99714",0.00827370349637545,"0.00179478045262788","10.7434191931818","1.10310771689509",0.99136472450361,"0.00122771244854177","0.838126164182833",34.9468385227273,"14.2573799236092",0.0079695080940447,0.00873434224847631,0.991658604175565,0.990919706714651,0.807311169926728,0.88478886977065,34.9356241509434,34.9638202857143,10.2094733773585,11.5519657142857,6.30941251416805e-08,12,"TD",0.15,70,2.2364,1.0873,48.32,6,0.83,1.05,0.99,1.41,1.38,1.36,NA,NA,NA,NA,34.41,48.32,8.3,7.9,6.51,6.22,1.19,1.21,7.89,7.5,6.22,6.61,0.75,1.02,"10C","012A",7.8975,6.39,0.000853737149851171,0.753750000000001,753.4357155,0.00152514670642794,0.00144312245574719,1.17,0.0157229737803689,0.0739034551239565,8.85519748936158,0.0954415954415955,0.973109389957358,0.026890610042642
"57","012B","4.93970031984456",-0.00941729620949529,"0.99886",0.0110947405341469,"0.000832468917490298","23.3213325581395","0.306431724836578",0.977248440057138,"0.000347777098108909","1.12389721610908",60.8213490697674,"2.42504274433287",0.0105169121711921,0.0119367190058812,0.977327576432997,0.977133127052316,1.06536320294176,1.20918963529576,62.3423162745098,58.6050825714286,23.1060764705882,23.6349914285714,1.45205381972897e-07,12,"TD",0,75,4.7092,2.1133,72.02,8,0.84,2.08,1.05,0.88,0.99,1.2,1.34,0.97,NA,NA,48.28,72.02,9.39,9.92,7.94,8.41,0.82,0.82,8.94,8.54,7.16,7.64,1.21,1.23,"25C","012B",9.1975,7.7875,0.00139504086826761,0.705,1523.11508253125,0.00170433608712344,0.00138748543970028,1.16875,0.0120772226675279,0.10408683019675,9.16819029045343,0.0766512639304158,0.974228591240032,0.0257714087599678
"58","012C","4.58320494339619",-0.0188839951228489,"0.99841",0.0322202398809644,"0.00264652308571784","32.9512825581395","1.05178133398556",0.966464937139545,"0.0016533285276051","3.26391029994169",35.1782824418605,"1.78555311271453",0.0310430002308134,0.0340498693811554,0.9671266755516,0.965419480992779,3.1446559233814,3.44925176831104,35.8955344230769,34.0840828571429,32.4996021153846,33.6588168571429,2.91172504717737e-07,12,"TD",0,69,4.4369,2.0265,73.66,6,1.16,0.85,0.68,0.73,0.65,1.05,NA,NA,NA,NA,62.21,73.66,9.36,9.6,7.89,7.93,1.69,1.54,8.68,8.56,7.41,7.45,1.04,1.22,"35C","012C",9.05,7.67,0.00176871823476738,0.69,1508.2345375,0.00159815992809407,0.0013436239189689,0.853333333333333,0.00900058953861478,0.164623453862922,4.9379767679297,0.076243093922652,0.942665117822768,0.0573348821772321
"59","012D","1.9680924441271",-0.0154449681539823,"0.99561",0.0646694781049221,"0.00908097526539834","42.2159730487805","2.00517756823056",0.949966900977551,"0.00491490821699372","6.55101813202861",21.6752707317073,"1.77256090999058",0.06382045093929,0.0659301548054063,0.950223396050437,0.949586044657204,6.46501168015007,6.67872468178765,22.0575448979592,21.1076515151515,42.0665424489796,42.4378548484848,2.3814611439077e-07,12,"TD",0,49,1.8119,0.8237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.19,49.94,7.05,7.36,6.15,6.17,0.63,0.48,7.15,7.29,6.2,6.02,1.23,1,"45C","012D",7.2125,6.135,0.000706726007467171,0.53875,649.47165078125,0.00152154447205093,0.0012682616693264,NA,NA,0.336970922075246,4.94995834115144,0.0746967071057193,0.896984416110099,0.103015583889901
"60","012E","3.99256478816889",-0.073697653177189,"0.99239",0.138290114206771,"0.00110477742166154","55.2160929268293","0.114022470543568",0.911937099375275,"0.000482403045306182","14.0087885691459",12.0342829268293,"0.388420635808903",0.138196188539024,0.138429579592213,0.91183210659645,0.912092997743834,13.9992738990031,14.0229164126911,12.1270183673469,11.8965848484848,55.2237748979592,55.2046863636364,1.13634483210902e-06,12,"TD",0.02,60,3.6941,1.4312,52.2,5,1.1,1.89,1.25,0.79,1.18,NA,NA,NA,NA,NA,28.7,52.2,9.94,10.04,8.61,8.41,0.77,0.71,9.81,9.9,7.63,8.28,1.2,1.45,"55C","012E",9.9225,8.2325,0.000894649404120523,0.845,1284.8508815625,0.00176121605430826,0.00111390358253833,1.242,0.00965335758256758,1.27015658522244,8.3758909212286,0.0851599899218947,0.789252728799328,0.210747271200672
"61","013A","3.59683008904431",-0.00185969358280116,"0.99284",0.00842577273758774,"0.00161054438440416","10.2105825306122","0.566569109613552",0.991907654990485,"0.00100770467554862","0.853530778317638",31.3332528571429,"13.5994289292028",0.0083245093919264,0.00857896600410105,0.992145151154507,0.991548365921837,0.843272801402144,0.869049256215436,30.5406883050847,32.5322607692308,9.86128115254237,10.7390128205128,2.8674633465486e-08,13,"MG",0,57,3.4062,1.7524,22.17,10,1.03,0.92,0.76,0.98,0.81,0.91,0.87,0.74,0.86,0.84,54.48,65.91,8.54,8.98,6.26,7.47,3.84,3.26,8.68,8.06,6.37,7.15,2.97,3.98,"10C","013A",8.565,6.8125,0.00146593373392925,0.87625,1208.7766299375,0.00136816013731628,0.0014497302120166,0.872,0.0526631629864332,0.0195606614417878,2.3027407010673,0.102305896088733,0.990627645422663,0.00937235457733698
